day,session_start_hour,session_duration_minutes,time_since_last_session_hours,is_weekend
0,13.292787582875413,1.0434374726666138,1.0054351278412899,False
0,6.276540843840459,65.72213769595066,1.1582132615114886,False
0,23.476884810817936,4.087300729000397,0.1467405232452731,False
0,7.635311837440683,11.67508705277159,3.6663173086691936,False
0,4.833148982378945,77.31528547037199,0.002268801144984938,False
0,6.42476121022847,120.0,1.3604641045060073,False
1,12.121948095703523,1.338375947807567,0.7314141303361413,False
1,22.362069532693095,85.92320725367514,0.48818059736283576,False
1,0.43520425545363217,1.7464724587580944,2.025384870738615,False
1,16.9977303610135,13.578429137495366,0.8100214159431165,False
1,23.057756008379968,57.365699464501965,4.022845343975795,False
1,19.09581157644185,8.016573697161355,0.5036412470932567,False
2,2.5678096995172837,114.80965846643214,6.472745158585165,False
2,2.5161050562473948,50.79185744264773,2.9233259359322505,False
2,14.677878857237975,77.03087194511943,0.7470688754182384,False
2,22.079517643368764,13.41486217257819,0.6747981878915404,False
2,5.519493214521742,12.612009808687926,0.7921714734153467,False
2,1.7558167656921544,13.217744130516365,2.6590801849358887,False
3,22.389168839399186,19.362316709279764,0.29469385141840887,False
3,14.13863787756134,43.44534524635946,2.3020659098987246,False
3,21.506527063966107,65.74510785624116,0.3117426283179206,False
3,16.454324676699287,42.096471816279305,0.2435737491611899,False
3,16.875302112771585,8.734096749015213,1.1526433076179279,False
3,0.09565975826846707,17.55110507430836,0.6271052744407706,False
4,3.8599164711429887,2.987401067685589,2.60764887527047,False
4,1.2812166718604683,25.50196497114054,0.07608010535979044,False
4,7.489964140282582,42.18421277067507,7.00917557167176,False
4,3.3754493116800512,74.39809160812939,2.9732547728487826,False
4,15.137963984679043,22.95884025976594,0.35599826420475245,False
4,23.732843946026982,18.219420097355496,0.9825455257407835,False
5,10.649076558376347,1.8347080217131337,2.716304445527164,True
5,19.85250373277408,37.643875055165225,8.041594570796882,True
5,17.429053197804308,14.537659448846293,2.970046260559826,True
5,22.515433862144516,8.314293997066171,2.315351316675156,True
5,15.501193906787346,23.502009648282268,4.181154348459275,True
5,19.68236606315564,30.54134261645169,0.6053365452247638,True
5,7.095544782063075,1.0,1.6380373597520053,True
5,0.8900665383131212,48.46672881645545,2.5309812454082317,True
5,19.79470931868535,51.26175839770054,2.746748864405808,True
6,21.359515632641752,81.15908659715032,0.49808576043981995,True
6,1.7350730422499518,76.33439331268904,2.258514949297534,True
6,7.0511740200924455,9.928023452384645,3.0284246867131985,True
6,3.5826477738434477,8.177285836803993,0.2273200680002983,True
6,12.481923492709146,5.0223486892788,3.2079666870222967,True
6,17.95570080489498,66.95442668471381,1.9431996591456835,True
6,12.216522858779737,17.140855701502915,0.6427733476234138,True
6,6.0098963190695285,9.055478668472999,0.31484468542212896,True
6,8.688390199277343,31.413725649732896,0.40362421674273746,True
7,22.260937039694156,72.34303323426113,0.21824795484850223,False
7,17.366902743070213,6.118696536189532,0.10877939666943029,False
7,9.851187723481939,25.108831301266452,0.5464665038558936,False
7,0.20438387967307747,18.517590982502902,2.9122506116769364,False
7,23.574975996269654,11.544443305133084,3.3106880226930078,False
7,0.18245262619358016,11.946038287063402,0.611729842153739,False
8,22.146898015618312,33.33748399327717,0.23666629031192216,False
8,23.603130148116584,3.875858771896849,1.4460784193348792,False
8,4.338917423085201,1.0,1.1492587581069185,False
8,6.876274431245693,25.382414215104916,1.0471170412881678,False
8,15.92068800579439,24.111602171641476,1.5488175702786144,False
8,2.353317554084061,35.80914172653023,4.930214331901017,False
9,17.09402239540861,47.059872636297364,1.3918134236768411,False
9,20.831993257242143,40.146292133924625,1.0471180571993892,False
9,17.237838683381163,10.475652397789933,1.113134634761559,False
9,17.86551275119778,4.8938713504191975,2.5616095753851202,False
9,19.260308704488473,24.093632706050062,1.9792163120487738,False
9,11.6520877741425,4.211505975509587,6.652647723524559,False
10,3.180717479392798,12.121992993588066,1.4805420928697859,False
10,8.600764360430933,5.439142561089439,4.104100847177237,False
10,13.502516669507251,26.019710055543843,0.06323718653148731,False
10,23.251289768189835,56.39237202567999,0.45891443670747306,False
10,22.888474696621188,5.474275265824358,4.052108740620918,False
10,8.076022700498172,66.5151267418642,2.285643029584391,False
